A_SMILES,B_SMILES,AB_SMILES,TYPE
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1cc(C(=O)[*:2])n(C)c1,1b(BOC) + 1b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1ccc(C(=O)[*:2])cc1,1b(BOC) + 5b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1cccc(C(=O)[*:2])c1,1b(BOC) + 6b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1nc(C(=O)[*:2])cs1,1b(BOC) + 7b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1csc(C(=O)[*:2])c1,1b(BOC) + 8b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1cn(C)c(C(=O)[*:2])n1,1b(BOC) + 9b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]N1CCc2c1ccc1[nH]c(C(=O)[*:2])cc21,1b(BOC) + 10b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1ccc2sc(C(=O)[*:2])cc2c1,1b(BOC) + 11b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1ccc2oc(C(=O)[*:2])cc2c1,1b(BOC) + 12b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1ccc2[nH]c(C(=O)[*:2])cc2c1,1b(BOC) + 13b
CN1C=C(NC(=O)OC(C)(C)C)C=C1C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)*[*:1]Nc1ccc2nc(C(=O)[*:2])oc2c1,1b(BOC) + 14b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2cc(C(=O)[*:2])n(C)c2)n(C)c1,1b(DMABA) + 1b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)n(C)c1,1b(DMABA) + 5b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)n(C)c1,1b(DMABA) + 6b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)n(C)c1,1b(DMABA) + 7b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)n(C)c1,1b(DMABA) + 8b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2cn(C)c(C(=O)[*:2])n2)n(C)c1,1b(DMABA) + 9b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)n(C)c1,1b(DMABA) + 10b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)n(C)c1,1b(DMABA) + 11b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)n(C)c1,1b(DMABA) + 12b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)n(C)c1,1b(DMABA) + 13b
CN(C)CCCC(=O)NC1=CN(C)C(=C1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CN(C)CCCC(=O)Nc1cc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)n(C)c1,1b(DMABA) + 14b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)cc1C(=O)[*:2],5b(BOC) + 1b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)cc1,5b(BOC) + 5b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)cc1,5b(BOC) + 6b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)cc1,5b(BOC) + 7b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)cc1,5b(BOC) + 8b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)nc1C(=O)[*:2],5b(BOC) + 9b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)cc1,5b(BOC) + 10b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)cc1,5b(BOC) + 11b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)cc1,5b(BOC) + 12b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)cc1,5b(BOC) + 13b
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CC(C)(C)OC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)cc1,5b(BOC) + 14b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2cc(C(=O)[*:2])n(C)c2)cc1,5b(DMABA) + 1b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)cc1,5b(DMABA) + 5b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)cc1,5b(DMABA) + 6b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)cc1,5b(DMABA) + 7b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)cc1,5b(DMABA) + 8b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2cn(C)c(C(=O)[*:2])n2)cc1,5b(DMABA) + 9b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)cc1,5b(DMABA) + 10b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)cc1,5b(DMABA) + 11b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)cc1,5b(DMABA) + 12b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)cc1,5b(DMABA) + 13b
CN(C)CCCC(=O)NC1=CC=C(C=C1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CN(C)CCCC(=O)Nc1ccc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)cc1,5b(DMABA) + 14b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2cccc(NC(=O)OC(C)(C)C)c2)cc1C(=O)[*:2],6b(BOC) + 1b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)c1,6b(BOC) + 5b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)c1,6b(BOC) + 6b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)c1,6b(BOC) + 7b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)c1,6b(BOC) + 8b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2cccc(NC(=O)OC(C)(C)C)c2)nc1C(=O)[*:2],6b(BOC) + 9b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)c1,6b(BOC) + 10b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)c1,6b(BOC) + 11b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)c1,6b(BOC) + 12b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)c1,6b(BOC) + 13b
CC(C)(C)OC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CC(C)(C)OC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)c1,6b(BOC) + 14b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2cc(C(=O)[*:2])n(C)c2)c1,6b(DMABA) + 1b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)c1,6b(DMABA) + 5b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)c1,6b(DMABA) + 6b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)c1,6b(DMABA) + 7b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)c1,6b(DMABA) + 8b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2cn(C)c(C(=O)[*:2])n2)c1,6b(DMABA) + 9b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)c1,6b(DMABA) + 10b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)c1,6b(DMABA) + 11b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)c1,6b(DMABA) + 12b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)c1,6b(DMABA) + 13b
CN(C)CCCC(=O)NC1=CC(=CC=C1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CN(C)CCCC(=O)Nc1cccc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)c1,6b(DMABA) + 14b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2csc(NC(=O)OC(C)(C)C)n2)cc1C(=O)[*:2],7b(BOC) + 1b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)cs1,7b(BOC) + 5b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)cs1,7b(BOC) + 6b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)cs1,7b(BOC) + 7b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)cs1,7b(BOC) + 8b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2csc(NC(=O)OC(C)(C)C)n2)nc1C(=O)[*:2],7b(BOC) + 9b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)cs1,7b(BOC) + 10b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)cs1,7b(BOC) + 11b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)cs1,7b(BOC) + 12b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)cs1,7b(BOC) + 13b
CC(C)(C)OC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CC(C)(C)OC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)cs1,7b(BOC) + 14b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2cc(C(=O)[*:2])n(C)c2)cs1,7b(DMABA) + 1b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)cs1,7b(DMABA) + 5b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)cs1,7b(DMABA) + 6b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)cs1,7b(DMABA) + 7b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)cs1,7b(DMABA) + 8b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2cn(C)c(C(=O)[*:2])n2)cs1,7b(DMABA) + 9b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)cs1,7b(DMABA) + 10b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)cs1,7b(DMABA) + 11b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)cs1,7b(DMABA) + 12b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)cs1,7b(DMABA) + 13b
CN(C)CCCC(=O)NC1=NC(=CS1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CN(C)CCCC(=O)Nc1nc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)cs1,7b(DMABA) + 14b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2cc(NC(=O)OC(C)(C)C)cs2)cc1C(=O)[*:2],8b(BOC) + 1b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)c1,8b(BOC) + 5b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CC(=CC=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2cccc(C(=O)[*:2])c2)c1,8b(BOC) + 6b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=NC(=CS1)C([*:2])=O,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2nc(C(=O)[*:2])cs2)c1,8b(BOC) + 7b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CSC(=C1)C([*:2])=O,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2csc(C(=O)[*:2])c2)c1,8b(BOC) + 8b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,CN1C=C(N[*:1])N=C1C([*:2])=O,Cn1cc(N[*:1]*C(=O)c2cc(NC(=O)OC(C)(C)C)cs2)nc1C(=O)[*:2],8b(BOC) + 9b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]N1CCC2=C1C=CC1=C2C=C(N1)C([*:2])=O,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]N2CCc3c2ccc2[nH]c(C(=O)[*:2])cc32)c1,8b(BOC) + 10b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CC2=C(SC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2ccc3sc(C(=O)[*:2])cc3c2)c1,8b(BOC) + 11b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CC2=C(OC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2ccc3oc(C(=O)[*:2])cc3c2)c1,8b(BOC) + 12b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CC2=C(NC(=C2)C([*:2])=O)C=C1,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2ccc3[nH]c(C(=O)[*:2])cc3c2)c1,8b(BOC) + 13b
CC(C)(C)OC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CC2=C(C=C1)N=C(O2)C([*:2])=O,CC(C)(C)OC(=O)Nc1csc(C(=O)*[*:1]Nc2ccc3nc(C(=O)[*:2])oc3c2)c1,8b(BOC) + 14b
CN(C)CCCC(=O)NC1=CSC(=C1)C([*])=O,CN1C=C(N[*:1])C=C1C([*:2])=O,CN(C)CCCC(=O)Nc1csc(C(=O)*[*:1]Nc2cc(C(=O)[*:2])n(C)c2)c1,8b(DMABA) + 1b
CN(C)CCCC(=O)NC1=CSC(=C1)C([*])=O,[*:1]NC1=CC=C(C=C1)C([*:2])=O,CN(C)CCCC(=O)Nc1csc(C(=O)*[*:1]Nc2ccc(C(=O)[*:2])cc2)c1,8b(DMABA) + 5b
